                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                0.73526,                0.56836,                 1.2324,                0.97822,                0.89285,                0.95348,                0.63266,                 1.2323,                0.59415,                 1.9789,              0.0005632,              0.0005632,              0.0005632
                    309,                0.75121,                0.59335,                 1.2756,                0.92604,                 0.9248,                 0.9604,                0.65305,                 1.2335,                0.55589,                 1.9885,             0.00056037,             0.00056037,             0.00056037
                    310,                0.78494,                0.60825,                  1.256,                0.95214,                0.89508,                0.95838,                0.63662,                 1.2202,                0.55505,                 1.9534,             0.00055754,             0.00055754,             0.00055754
                    311,                0.78493,                0.58175,                 1.2951,                 0.9556,                0.91217,                 0.9585,                0.63555,                 1.2322,                0.53979,                 1.9658,             0.00055471,             0.00055471,             0.00055471
                    312,                0.76463,                0.63094,                 1.2583,                0.97657,                0.90629,                0.96727,                0.64096,                 1.2409,                0.51623,                 1.9601,             0.00055188,             0.00055188,             0.00055188
                    313,                0.74769,                0.58769,                 1.2656,                0.94543,                0.88285,                0.95915,                0.64946,                 1.2175,                0.54141,                 1.9232,             0.00054905,             0.00054905,             0.00054905
                    314,                0.73998,                0.58755,                 1.2559,                 0.9443,                0.87509,                0.95637,                0.62763,                 1.2094,                0.56521,                 1.9513,             0.00054622,             0.00054622,             0.00054622
                    315,                0.74731,                0.59298,                 1.2573,                0.95552,                0.91992,                0.96334,                0.63078,                 1.2089,                0.54197,                 1.9287,             0.00054339,             0.00054339,             0.00054339
                    316,                0.75673,                0.62599,                 1.2712,                0.94334,                0.92869,                0.96359,                0.63546,                 1.1618,                 0.5198,                 1.8611,             0.00054056,             0.00054056,             0.00054056
                    317,                0.71032,                0.54552,                 1.2175,                 0.9516,                0.88817,                0.96678,                0.63422,                 1.1918,                0.54699,                 1.8741,             0.00053773,             0.00053773,             0.00053773
                    318,                0.75078,                0.59945,                 1.2685,                0.96354,                0.87393,                0.95835,                0.63621,                  1.167,                 0.5729,                 1.8837,              0.0005349,              0.0005349,              0.0005349
                    319,                0.67781,                0.52136,                 1.2111,                0.96916,                0.88966,                0.95795,                0.64848,                 1.1816,                0.55861,                 1.8916,             0.00053207,             0.00053207,             0.00053207
                    320,                0.73722,                 0.5617,                  1.236,                0.94567,                0.91802,                0.96784,                0.65081,                 1.1694,                0.52852,                 1.9222,             0.00052924,             0.00052924,             0.00052924
                    321,                0.74605,                0.57545,                 1.2529,                0.97767,                0.88771,                0.96541,                0.63828,                  1.218,                0.52817,                  1.971,             0.00052642,             0.00052642,             0.00052642
                    322,                0.72479,                 0.5707,                  1.229,                 0.9723,                0.90732,                0.96972,                 0.6488,                 1.2109,                 0.5164,                 1.9628,             0.00052359,             0.00052359,             0.00052359
                    323,                 0.7532,                0.60172,                 1.2534,                0.96291,                0.89186,                 0.9566,                0.65425,                 1.1791,                0.54395,                 1.8731,             0.00052076,             0.00052076,             0.00052076
                    324,                0.71896,                0.57923,                 1.2244,                0.95777,                0.90238,                0.96501,                0.65413,                 1.1463,                0.51552,                 1.8869,             0.00051793,             0.00051793,             0.00051793
                    325,                0.75344,                0.59913,                 1.2629,                0.96883,                0.87082,                0.94848,                0.63856,                 1.1593,                0.56783,                 1.9072,              0.0005151,              0.0005151,              0.0005151
                    326,                0.70669,                0.55795,                 1.2138,                 0.9769,                0.89269,                0.95236,                0.62651,                  1.235,                0.56158,                 1.9814,             0.00051227,             0.00051227,             0.00051227
                    327,                0.70477,                0.54556,                 1.2113,                0.98377,                0.88307,                0.95976,                0.63368,                 1.2256,                 0.5428,                 1.9351,             0.00050944,             0.00050944,             0.00050944
                    328,                0.71662,                0.55809,                  1.246,                0.96091,                0.92013,                0.96547,                 0.6498,                 1.2131,                0.54166,                 1.9549,             0.00050661,             0.00050661,             0.00050661
                    329,                0.74298,                 0.6039,                 1.2587,                0.97108,                0.90917,                0.95889,                0.63457,                 1.2229,                0.55445,                 1.9444,             0.00050378,             0.00050378,             0.00050378
                    330,                0.71766,                0.56428,                 1.2302,                0.96848,                0.92469,                0.96362,                0.63392,                 1.2194,                0.50922,                 1.9825,             0.00050095,             0.00050095,             0.00050095
                    331,                0.72389,                0.54779,                 1.2436,                0.96651,                0.90734,                0.96319,                0.65021,                 1.2566,                0.53771,                 1.9986,             0.00049812,             0.00049812,             0.00049812
                    332,                0.70042,                0.54857,                 1.2165,                0.97286,                 0.9097,                0.96781,                 0.6525,                 1.2319,                0.52657,                 1.9465,             0.00049529,             0.00049529,             0.00049529
                    333,                0.68412,                0.57964,                 1.2091,                0.97772,                 0.9091,                0.96709,                0.66004,                 1.2697,                 0.5438,                 2.0109,             0.00049246,             0.00049246,             0.00049246
                    334,                0.68413,                0.54674,                   1.21,                0.98621,                0.92622,                0.96602,                0.64357,                 1.2527,                0.53578,                 2.0061,             0.00048963,             0.00048963,             0.00048963
                    335,                0.72049,                0.57216,                 1.2366,                0.96919,                 0.9025,                0.95659,                0.63765,                 1.2651,                0.54976,                 2.0518,              0.0004868,              0.0004868,              0.0004868
                    336,                0.72444,                0.57326,                 1.2504,                0.97571,                0.91992,                0.96869,                0.65658,                 1.2395,                0.51704,                 1.9958,             0.00048397,             0.00048397,             0.00048397
                    337,                0.72358,                0.54031,                  1.225,                0.97131,                0.92159,                0.97343,                0.64655,                 1.2325,                 0.5165,                 2.0037,             0.00048114,             0.00048114,             0.00048114
                    338,                0.68799,                0.55774,                 1.2137,                0.90848,                0.92313,                0.97386,                0.63739,                 1.2397,                0.51122,                 2.0203,             0.00047831,             0.00047831,             0.00047831
                    339,                0.69756,                0.52962,                 1.1933,                0.98571,                0.90443,                0.96736,                0.64576,                 1.2299,                0.54237,                 1.9999,             0.00047549,             0.00047549,             0.00047549
                    340,                0.69492,                0.53955,                 1.2043,                0.98634,                0.88698,                0.96024,                0.63923,                 1.2049,                0.53569,                 1.9623,             0.00047266,             0.00047266,             0.00047266
                    341,                0.71978,                0.57639,                 1.2375,                0.97849,                0.90671,                0.96099,                0.64926,                 1.1832,                0.53101,                 1.9308,             0.00046983,             0.00046983,             0.00046983
                    342,                0.70803,                  0.551,                 1.2202,                0.93243,                0.88906,                0.95209,                0.64407,                 1.2071,                0.56828,                  1.954,               0.000467,               0.000467,               0.000467
                    343,                0.72032,                0.55925,                  1.251,                0.95411,                0.88087,                0.95913,                0.65153,                 1.1866,                0.53667,                    1.9,             0.00046417,             0.00046417,             0.00046417
                    344,                 0.6814,                0.52392,                 1.1848,                0.92446,                0.91222,                0.95943,                0.65177,                 1.2212,                0.54072,                  1.915,             0.00046134,             0.00046134,             0.00046134
                    345,                0.72046,                0.55983,                 1.2419,                0.89698,                0.91992,                0.96187,                0.65746,                 1.2319,                0.55182,                 1.9486,             0.00045851,             0.00045851,             0.00045851
                    346,                0.67094,                0.52282,                 1.1784,                0.90687,                 0.9132,                0.95422,                0.63276,                 1.2383,                0.54073,                 1.9765,             0.00045568,             0.00045568,             0.00045568
                    347,                 0.7021,                0.58655,                 1.2206,                0.96095,                0.90632,                0.96038,                0.64784,                 1.2049,                0.53416,                 1.9773,             0.00045285,             0.00045285,             0.00045285
                    348,                0.71461,                0.55733,                  1.201,                0.95886,                0.90912,                0.94282,                0.62304,                 1.2273,                0.55702,                 1.9651,             0.00045002,             0.00045002,             0.00045002
                    349,                0.69055,                0.55263,                 1.2148,                 0.9587,                0.90797,                0.95031,                0.63316,                 1.2541,                0.54616,                  2.028,             0.00044719,             0.00044719,             0.00044719
                    350,                0.69422,                0.53756,                 1.2086,                0.92496,                0.90446,                0.95806,                0.64775,                 1.2427,                0.56525,                 2.0468,             0.00044436,             0.00044436,             0.00044436
                    351,                0.67878,                0.54884,                 1.1856,                0.94039,                0.90887,                0.95187,                0.64356,                 1.2161,                0.54935,                 1.9835,             0.00044153,             0.00044153,             0.00044153
                    352,                0.69889,                0.55061,                 1.2046,                0.94978,                0.90549,                0.94922,                0.65189,                 1.2079,                0.52689,                 1.9549,              0.0004387,              0.0004387,              0.0004387
                    353,                0.67572,                0.54731,                 1.1946,                0.95423,                0.91733,                0.96265,                0.64827,                 1.2125,                0.52637,                 1.9984,             0.00043587,             0.00043587,             0.00043587
                    354,                0.71042,                0.57681,                 1.2222,                0.94681,                0.91766,                0.96661,                0.65094,                 1.2333,                0.53527,                 2.0344,             0.00043304,             0.00043304,             0.00043304
                    355,                0.64211,                0.47505,                 1.1594,                0.94793,                 0.8937,                0.96244,                0.65286,                  1.209,                0.52488,                 1.9816,             0.00043021,             0.00043021,             0.00043021
                    356,                0.65004,                0.51203,                 1.1615,                0.96734,                0.86966,                0.96089,                0.65327,                 1.1896,                0.53347,                  1.933,             0.00042739,             0.00042739,             0.00042739
                    357,                0.69522,                0.56512,                 1.1964,                0.95624,                0.89162,                0.96238,                0.64923,                 1.2059,                 0.5567,                 1.9494,             0.00042456,             0.00042456,             0.00042456
                    358,                0.70957,                0.57747,                 1.1945,                0.96075,                0.89725,                0.96015,                0.64076,                  1.247,                0.54748,                 1.9966,             0.00042173,             0.00042173,             0.00042173
                    359,                 0.6876,                0.54306,                 1.2081,                0.96256,                0.90352,                0.95928,                0.63946,                 1.2174,                0.52592,                  2.014,              0.0004189,              0.0004189,              0.0004189
                    360,                0.71217,                0.53734,                 1.2201,                0.93026,                0.89457,                0.94761,                0.63635,                 1.2089,                0.55718,                  1.964,             0.00041607,             0.00041607,             0.00041607
                    361,                0.69469,                0.52708,                 1.2134,                0.95818,                0.89162,                0.94369,                0.62947,                 1.1726,                0.56902,                  1.916,             0.00041324,             0.00041324,             0.00041324
                    362,                0.71708,                0.56635,                 1.2203,                0.96463,                0.90238,                0.95053,                0.64853,                  1.163,                0.55049,                 1.9097,             0.00041041,             0.00041041,             0.00041041
                    363,                0.67721,                0.52667,                 1.1902,                0.95575,                0.89935,                 0.9547,                 0.6396,                 1.1369,                0.54911,                  1.857,             0.00040758,             0.00040758,             0.00040758
                    364,                0.67142,                0.51563,                 1.1922,                0.94239,                0.91198,                0.95813,                0.64658,                 1.1794,                0.52848,                  1.914,             0.00040475,             0.00040475,             0.00040475
                    365,                0.64786,                0.49919,                 1.1773,                0.95357,                0.91237,                0.96169,                0.65368,                 1.1856,                0.52894,                 1.9342,             0.00040192,             0.00040192,             0.00040192
                    366,                0.70501,                0.54364,                  1.213,                0.95326,                  0.909,                0.95924,                0.64654,                 1.1659,                0.51595,                 1.9589,             0.00039909,             0.00039909,             0.00039909
                    367,                0.70325,                 0.5516,                  1.208,                0.91158,                0.91284,                0.95983,                0.64682,                  1.216,                0.53997,                 2.0264,             0.00039626,             0.00039626,             0.00039626
                    368,                0.65153,                0.49924,                 1.1653,                0.90493,                0.90684,                0.94447,                0.63199,                 1.2304,                0.55619,                 1.9776,             0.00039343,             0.00039343,             0.00039343
                    369,                0.69902,                0.55285,                  1.197,                0.93235,                 0.8996,                0.95393,                0.64096,                  1.191,                0.51943,                 1.9256,              0.0003906,              0.0003906,              0.0003906
                    370,                0.68848,                0.52709,                 1.1907,                0.94909,                 0.8869,                0.95361,                0.63989,                 1.2113,                0.54425,                 1.9738,             0.00038777,             0.00038777,             0.00038777
                    371,                0.66702,                0.51709,                 1.1785,                0.89554,                0.92388,                0.96429,                0.64175,                 1.2513,                0.54824,                 2.0135,             0.00038494,             0.00038494,             0.00038494
                    372,                0.68545,                0.54099,                 1.2035,                0.93656,                0.89344,                0.96387,                0.64643,                 1.2636,                 0.5437,                 2.0483,             0.00038211,             0.00038211,             0.00038211
                    373,                 0.6526,                0.51803,                  1.175,                0.95178,                0.86825,                 0.9636,                0.64633,                 1.2324,                0.53258,                 2.0164,             0.00037929,             0.00037929,             0.00037929
                    374,                0.66166,                 0.5257,                  1.153,                 0.9678,                0.91115,                0.95568,                0.64879,                 1.2189,                0.53694,                  1.952,             0.00037646,             0.00037646,             0.00037646
                    375,                0.65949,                0.52706,                 1.1847,                0.96568,                0.91546,                0.95008,                0.62954,                 1.1912,                0.55184,                 1.9138,             0.00037363,             0.00037363,             0.00037363
                    376,                 0.6773,                 0.5371,                 1.2109,                0.95477,                0.92869,                0.96678,                0.65256,                 1.1629,                0.50324,                 1.9038,              0.0003708,              0.0003708,              0.0003708
                    377,                 0.6814,                0.53691,                 1.1925,                 0.9847,                0.90835,                0.95782,                0.65138,                 1.1621,                0.52348,                 1.9257,             0.00036797,             0.00036797,             0.00036797
                    378,                0.65528,                 0.4928,                 1.1756,                0.94614,                0.89929,                0.96064,                 0.6571,                 1.1735,                0.53543,                 1.9023,             0.00036514,             0.00036514,             0.00036514
                    379,                0.65452,                 0.5374,                 1.1868,                0.97607,                 0.8928,                0.95432,                 0.6514,                 1.2084,                0.54255,                 1.9238,             0.00036231,             0.00036231,             0.00036231
                    380,                0.63698,                 0.4958,                 1.1494,                0.98785,                0.91414,                0.96084,                0.65501,                 1.2248,                 0.5173,                  1.961,             0.00035948,             0.00035948,             0.00035948
                    381,                0.66152,                0.51024,                 1.1656,                0.96697,                0.88637,                0.95786,                0.64948,                 1.2526,                0.53399,                  2.005,             0.00035665,             0.00035665,             0.00035665
                    382,                0.68291,                0.54952,                 1.1876,                0.94843,                0.90236,                0.96334,                0.65939,                 1.2207,                 0.5257,                 1.9572,             0.00035382,             0.00035382,             0.00035382
                    383,                0.65021,                 0.5344,                 1.1698,                0.95737,                0.89008,                0.96453,                0.65343,                  1.193,                0.50847,                 1.9202,             0.00035099,             0.00035099,             0.00035099
                    384,                0.65616,                0.51869,                 1.1872,                0.94866,                0.87667,                0.96347,                0.65383,                 1.2028,                0.50953,                 1.9426,             0.00034816,             0.00034816,             0.00034816
                    385,                0.67761,                0.52564,                 1.2009,                0.94386,                0.89062,                0.96027,                0.64398,                 1.2553,                0.55054,                 2.0107,             0.00034533,             0.00034533,             0.00034533
                    386,                0.64013,                0.48534,                 1.1619,                0.98291,                 0.8822,                0.97028,                0.65911,                 1.1837,                0.51485,                 1.9379,              0.0003425,              0.0003425,              0.0003425
                    387,                0.62806,                0.48702,                 1.1606,                0.95211,                0.88543,                0.96542,                 0.6513,                 1.2289,                0.53697,                 2.0096,             0.00033967,             0.00033967,             0.00033967
                    388,                0.63794,                0.51913,                 1.1701,                0.97883,                0.90238,                0.96764,                0.65701,                 1.1774,                0.53562,                 1.9693,             0.00033684,             0.00033684,             0.00033684
                    389,                0.62839,                0.50909,                 1.1514,                0.95799,                0.90238,                0.95913,                0.63402,                 1.2401,                0.54741,                 2.0537,             0.00033401,             0.00033401,             0.00033401
                    390,                0.63391,                0.50621,                 1.1507,                0.96241,                0.90159,                0.94461,                0.62823,                 1.2456,                0.55751,                 2.0355,             0.00033119,             0.00033119,             0.00033119
                    391,                0.61226,                0.44661,                   1.13,                0.96368,                0.91115,                0.95309,                0.63341,                 1.2338,                0.54594,                 2.0112,             0.00032836,             0.00032836,             0.00032836
                    392,                0.65015,                0.50028,                 1.1642,                0.96951,                0.91992,                 0.9616,                0.64645,                 1.2211,                0.54606,                 1.9731,             0.00032553,             0.00032553,             0.00032553
                    393,                0.64491,                0.51107,                 1.1723,                0.93229,                0.93381,                0.96773,                0.64046,                 1.2102,                0.51952,                 1.9789,              0.0003227,              0.0003227,              0.0003227
                    394,                0.63056,                0.50148,                 1.1489,                0.95169,                0.91115,                0.96255,                0.63992,                 1.2174,                0.53389,                 2.0075,             0.00031987,             0.00031987,             0.00031987
                    395,                0.65202,                0.49272,                 1.1579,                0.94736,                0.90773,                0.95851,                 0.6425,                 1.2066,                0.54084,                 1.9817,             0.00031704,             0.00031704,             0.00031704
                    396,                0.61212,                0.47812,                 1.1315,                0.96692,                0.91992,                0.95077,                0.64806,                 1.2006,                0.54151,                  1.966,             0.00031421,             0.00031421,             0.00031421
                    397,                0.67375,                0.52222,                 1.1893,                0.96978,                0.90721,                0.95645,                 0.6521,                 1.2061,                0.54025,                 1.9662,             0.00031138,             0.00031138,             0.00031138
                    398,                0.65225,                0.48224,                  1.168,                0.96366,                0.92861,                0.96627,                 0.6497,                 1.2528,                0.51963,                 2.0283,             0.00030855,             0.00030855,             0.00030855
                    399,                0.66062,                0.50303,                 1.1755,                0.96961,                0.90189,                0.97266,                0.66029,                 1.1833,                0.51208,                 1.9627,             0.00030572,             0.00030572,             0.00030572
                    400,                0.62972,                0.50166,                 1.1544,                0.97245,                0.89943,                0.96669,                0.66355,                 1.2043,                0.51651,                 1.9528,             0.00030289,             0.00030289,             0.00030289
                    401,                0.64191,                0.49365,                 1.1455,                0.95596,                 0.9362,                0.96908,                0.65784,                  1.244,                0.53606,                 2.0038,             0.00030006,             0.00030006,             0.00030006
                    402,                0.62965,                0.51549,                 1.1474,                0.97723,                0.89695,                0.96633,                0.65292,                 1.2404,                0.53199,                 1.9926,             0.00029723,             0.00029723,             0.00029723
                    403,                0.67023,                0.53273,                 1.1809,                0.98506,                0.89929,                 0.9621,                0.64811,                 1.2399,                0.53541,                 1.9897,              0.0002944,              0.0002944,              0.0002944
                    404,                0.62357,                0.50987,                 1.1742,                0.97962,                0.91838,                0.96766,                0.65337,                 1.2687,                 0.5257,                 2.0249,             0.00029157,             0.00029157,             0.00029157
                    405,                0.65095,                0.50766,                 1.1592,                0.96935,                0.93011,                 0.9683,                0.64987,                 1.2553,                0.51909,                 2.0152,             0.00028874,             0.00028874,             0.00028874
                    406,                0.59471,                0.48564,                 1.1352,                0.94782,                0.91495,                0.96781,                0.64939,                 1.2453,                0.53265,                 2.0127,             0.00028591,             0.00028591,             0.00028591
                    407,                0.64525,                0.50727,                 1.1632,                0.96711,                0.91115,                0.96315,                0.64709,                 1.2185,                0.51807,                 1.9928,             0.00028308,             0.00028308,             0.00028308
                    408,                0.64211,                0.50785,                 1.1617,                0.96699,                0.91215,                0.96779,                0.66073,                 1.2083,                0.53707,                  1.961,             0.00028026,             0.00028026,             0.00028026
                    409,                0.63147,                0.50331,                 1.1513,                  0.966,                0.91992,                0.96674,                0.65575,                 1.2085,                0.51028,                 1.9688,             0.00027743,             0.00027743,             0.00027743
                    410,                  0.631,                0.52224,                  1.158,                0.95698,                0.91085,                0.97369,                0.65904,                 1.2116,                0.50184,                 1.9754,              0.0002746,              0.0002746,              0.0002746
                    411,                0.60319,                0.47499,                 1.1289,                 0.9436,                0.90238,                0.97031,                 0.6473,                 1.2357,                0.50816,                 2.0476,             0.00027177,             0.00027177,             0.00027177
                    412,                0.60428,                 0.4784,                 1.1218,                0.95045,                0.89358,                0.96487,                0.63374,                 1.2371,                0.53046,                 2.0366,             0.00026894,             0.00026894,             0.00026894
                    413,                0.62066,                0.47385,                 1.1488,                0.92455,                 0.9395,                0.96859,                0.64855,                 1.2259,                0.51408,                 2.0093,             0.00026611,             0.00026611,             0.00026611
                    414,                0.62137,                0.47655,                 1.1317,                0.97667,                0.90475,                0.97017,                0.64882,                  1.203,                0.50233,                 2.0016,             0.00026328,             0.00026328,             0.00026328
                    415,                0.64831,                0.49466,                  1.183,                0.98396,                0.90238,                0.97046,                0.65676,                   1.22,                0.50786,                 2.0354,             0.00026045,             0.00026045,             0.00026045
                    416,                0.61307,                0.47364,                 1.1377,                0.96308,                0.92652,                0.96728,                0.65488,                 1.2301,                0.51165,                 2.0227,             0.00025762,             0.00025762,             0.00025762
                    417,                0.61518,                0.49278,                 1.1514,                0.98128,                0.92494,                0.97104,                 0.6532,                 1.2128,                0.51294,                 2.0007,             0.00025479,             0.00025479,             0.00025479
                    418,                0.62145,                0.50249,                 1.1527,                0.97483,                0.92106,                0.97059,                0.65424,                 1.2001,                0.51399,                 1.9777,             0.00025196,             0.00025196,             0.00025196
                    419,                 0.6137,                0.48067,                 1.1303,                0.95495,                0.92658,                0.96161,                0.64562,                 1.2056,                  0.532,                 2.0078,             0.00024913,             0.00024913,             0.00024913
                    420,                0.58409,                0.46456,                 1.1125,                0.97666,                0.91914,                0.96567,                0.65173,                 1.2119,                0.52732,                 2.0171,              0.0002463,              0.0002463,              0.0002463
                    421,                0.63188,                 0.5034,                 1.1689,                0.97366,                0.90917,                0.96052,                0.64202,                 1.2535,                0.53225,                 2.0299,             0.00024347,             0.00024347,             0.00024347
                    422,                0.57454,                0.46322,                 1.1117,                0.97433,                0.90793,                0.95484,                  0.644,                 1.2542,                0.53712,                 2.0343,             0.00024064,             0.00024064,             0.00024064
                    423,                0.66519,                0.54301,                 1.1852,                0.96494,                 0.9004,                0.94873,                0.64229,                 1.2448,                0.54282,                 2.0313,             0.00023781,             0.00023781,             0.00023781
                    424,                0.61524,                 0.4744,                   1.15,                0.97207,                 0.9004,                0.95435,                0.64069,                 1.2257,                0.52812,                 2.0129,             0.00023498,             0.00023498,             0.00023498
                    425,                0.60164,                 0.4625,                 1.1429,                0.97427,                0.90917,                0.95192,                 0.6323,                 1.2417,                0.54616,                 2.0314,             0.00023216,             0.00023216,             0.00023216
                    426,                0.59482,                0.48274,                 1.1381,                0.95924,                0.91992,                 0.9532,                0.63919,                 1.2307,                0.55478,                 2.0132,             0.00022933,             0.00022933,             0.00022933
                    427,                0.60154,                0.47921,                 1.1434,                0.97513,                0.91992,                0.95802,                 0.6403,                 1.2505,                0.55826,                 2.0644,              0.0002265,              0.0002265,              0.0002265
                    428,                0.59674,                0.47746,                 1.1187,                0.97432,                0.91992,                0.95894,                0.64623,                 1.2635,                0.54473,                 2.0881,             0.00022367,             0.00022367,             0.00022367
                    429,                0.59562,                0.47642,                 1.1222,                0.97447,                0.91514,                0.96285,                0.65118,                 1.2393,                0.53195,                  2.023,             0.00022084,             0.00022084,             0.00022084
                    430,                0.58385,                0.46694,                  1.126,                0.97305,                 0.9179,                0.96535,                0.65878,                 1.2261,                0.53065,                 2.0063,             0.00021801,             0.00021801,             0.00021801
                    431,                0.58978,                0.44696,                 1.1153,                0.96426,                0.91905,                0.96657,                0.65331,                 1.2271,                0.53436,                 2.0166,             0.00021518,             0.00021518,             0.00021518
                    432,                0.62621,                0.48783,                 1.1517,                 0.9631,                 0.9108,                0.96268,                0.64987,                 1.1989,                0.52735,                 1.9813,             0.00021235,             0.00021235,             0.00021235
                    433,                0.59284,                0.47869,                 1.1131,                0.95977,                0.91992,                0.96204,                 0.6519,                 1.1942,                0.52395,                 1.9832,             0.00020952,             0.00020952,             0.00020952
                    434,                0.59308,                0.47758,                 1.1344,                0.96687,                0.91848,                0.96432,                0.64678,                 1.2146,                0.52729,                 2.0118,             0.00020669,             0.00020669,             0.00020669
                    435,                0.58987,                0.49126,                 1.1368,                0.96857,                0.91468,                0.96422,                0.64965,                 1.2248,                0.52785,                 1.9999,             0.00020386,             0.00020386,             0.00020386
                    436,                0.60181,                0.47602,                 1.1389,                0.94609,                0.91992,                0.96703,                0.65176,                 1.2185,                0.50813,                 2.0022,             0.00020103,             0.00020103,             0.00020103
                    437,                0.61305,                0.50622,                 1.1341,                 0.9823,                0.91855,                0.96979,                0.65595,                 1.2026,                0.50986,                 1.9929,              0.0001982,              0.0001982,              0.0001982
                    438,                0.59162,                0.46306,                 1.1343,                0.98475,                0.91992,                0.97192,                0.66182,                 1.2179,                0.51542,                 2.0215,             0.00019537,             0.00019537,             0.00019537
                    439,                0.60501,                0.48634,                 1.1248,                0.97395,                0.91941,                0.96675,                0.65036,                 1.2171,                0.51634,                  2.028,             0.00019254,             0.00019254,             0.00019254
                    440,                0.58915,                0.44958,                 1.1291,                0.96832,                0.91992,                0.96581,                0.65424,                 1.2002,                0.50861,                 2.0113,             0.00018971,             0.00018971,             0.00018971
                    441,                0.60187,                0.47313,                 1.1425,                0.97156,                0.89958,                0.96875,                0.65964,                  1.207,                0.50771,                 2.0211,             0.00018688,             0.00018688,             0.00018688
                    442,                0.60428,                0.47329,                 1.1332,                0.94256,                0.91115,                0.96563,                0.65251,                 1.2014,                 0.5129,                 2.0232,             0.00018406,             0.00018406,             0.00018406
                    443,                0.60457,                0.47888,                 1.1363,                0.93621,                0.90041,                 0.9635,                0.65474,                  1.208,                0.52865,                 2.0162,             0.00018123,             0.00018123,             0.00018123
                    444,                 0.5635,                0.47876,                 1.1065,                0.94785,                0.90629,                0.96198,                0.64064,                 1.2174,                0.53433,                 2.0459,              0.0001784,              0.0001784,              0.0001784
                    445,                0.56214,                0.47254,                 1.1013,                0.95699,                0.90917,                 0.9648,                0.64566,                 1.2373,                 0.5226,                 2.0785,             0.00017557,             0.00017557,             0.00017557
                    446,                0.59073,                0.45924,                 1.1249,                0.96387,                0.91641,                 0.9662,                0.65851,                 1.2051,                0.51855,                 1.9881,             0.00017274,             0.00017274,             0.00017274
                    447,                 0.5825,                0.48177,                 1.1058,                0.97358,                0.88834,                0.96525,                0.65203,                 1.2246,                0.51873,                 1.9934,             0.00016991,             0.00016991,             0.00016991
                    448,                0.59737,                0.48471,                  1.131,                0.93756,                0.91617,                0.96642,                0.65878,                 1.2347,                0.52821,                 2.0272,             0.00016708,             0.00016708,             0.00016708
                    449,                0.59843,                 0.4826,                 1.1359,                0.96161,                0.91115,                0.96485,                0.66104,                 1.2434,                0.53295,                 2.0412,             0.00016425,             0.00016425,             0.00016425
                    450,                0.63111,                0.49254,                 1.1566,                0.95788,                0.91115,                0.96879,                0.65439,                 1.2471,                0.52681,                 2.0526,             0.00016142,             0.00016142,             0.00016142
                    451,                0.55815,                0.46252,                  1.119,                0.94987,                0.90602,                0.96896,                0.65744,                 1.2408,                0.52367,                 2.0554,             0.00015859,             0.00015859,             0.00015859
                    452,                 0.6022,                0.47707,                 1.1285,                0.92613,                0.91115,                0.96792,                0.65366,                 1.2385,                0.52195,                 2.0497,             0.00015576,             0.00015576,             0.00015576
                    453,                0.55254,                0.44509,                 1.1087,                0.93128,                0.91115,                0.96794,                0.65166,                 1.2507,                  0.518,                 2.0626,             0.00015293,             0.00015293,             0.00015293
                    454,                0.58878,                0.46778,                 1.1197,                0.94688,                0.91074,                0.96912,                 0.6601,                 1.2324,                0.51417,                 2.0286,              0.0001501,              0.0001501,              0.0001501
                    455,                0.55616,                0.44561,                 1.0904,                 0.9557,                0.90799,                 0.9699,                0.66107,                 1.2183,                 0.5026,                  1.997,             0.00014727,             0.00014727,             0.00014727
                    456,                0.57008,                0.43901,                 1.1171,                0.96743,                0.90627,                0.96991,                 0.6651,                 1.2251,                0.50759,                 2.0041,             0.00014444,             0.00014444,             0.00014444
                    457,                0.57828,                0.46126,                 1.1259,                0.96351,                0.91115,                0.96951,                0.65826,                 1.2275,                0.51845,                 2.0169,             0.00014161,             0.00014161,             0.00014161
                    458,                0.57736,                0.44619,                 1.1197,                 0.9596,                0.90721,                0.96946,                0.65629,                 1.2399,                0.52082,                  2.052,             0.00013878,             0.00013878,             0.00013878
                    459,                0.62137,                0.51612,                 1.1325,                0.96558,                0.91115,                0.96936,                0.66422,                 1.2285,                0.52726,                 2.0468,             0.00013596,             0.00013596,             0.00013596
                    460,                0.56012,                0.44132,                 1.0896,                0.96669,                0.91422,                0.96891,                0.65813,                 1.2046,                0.51958,                 1.9996,             0.00013313,             0.00013313,             0.00013313
                    461,                0.53459,                0.43767,                 1.0866,                 0.9725,                0.90238,                0.96861,                0.65895,                 1.2029,                0.51952,                 1.9994,              0.0001303,              0.0001303,              0.0001303
                    462,                0.55126,                0.42711,                 1.0904,                0.97289,                0.89987,                0.96942,                0.65238,                 1.1983,                0.51757,                 2.0029,             0.00012747,             0.00012747,             0.00012747
                    463,                0.56554,                0.45447,                 1.1166,                0.95234,                0.90456,                0.96932,                0.64987,                 1.2158,                 0.5163,                 2.0181,             0.00012464,             0.00012464,             0.00012464
                    464,                0.56705,                0.44073,                  1.113,                0.95457,                0.91115,                0.96787,                0.65767,                  1.209,                0.50517,                 2.0007,             0.00012181,             0.00012181,             0.00012181
